序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
496,数据分析工程师,环保事业部高级经理,15-25k·13薪,青岛-崂山区,3-5年-硕士-环境科学-智慧环保项目-to G,3-5年-硕士-环境科学-智慧环保项目-to G,熙正科技,专业技术服务-融资未公开-100-499人,青岛-崂山区,专业技术服务-融资未公开-100-499人,"岗位职责：
1.负责生态环境、双碳等领域的政策收集、整理、研究，跟踪上述领域的行业发展和同类公司业务开展；
2.开展环保类业务需求调研、流程设计，编制环保大数据产品解决方案，参与环保大数据平台设计；
3.为生态环境部门提供环保管家服务，包括但不限于面向不同层级的客户编制个性化环保管家方案、出具城市环境空气质量、水环境质量分析报告、污染溯源报告、预测预警报告等，提供环境质量达标服务、监测站点第三方运维服务、环保政策咨询服务、污染源排查服务、源清单等环保类文件编制服务等；
4.为企业提供环保管家服务，包括但不限于环保及双碳数据平台建设、环保政策咨询服务、现场排查服务、环保专题培训等；
5.承担公司专家评审、咨询等工作；
6.为销售提供技术支持，向客户汇报演示公司产品和方案。

","任职资格：
1.环境科学、环境工程或相关专业，全日制硕士研究生及以上学历；
2.环保类工作经验3年及以上；
3.工作态度积极认真，执行力强，有良好的逻辑思维能力和表达能力，统筹组织能力较好，有进取心，能承受加班、短期出差；
4.具有生态环境部门、大型企业环保管理部门工作经验者优先，具有环评工程师、环保工程师证书优先，具有中级及以上工程师证书优先。"
497,数据分析工程师,博士后研究员（神经系统疾病方向）,25-45k,上海-浦东新区,经验不限-博士-药品研发-药物研发-创新生物药,经验不限-博士-药品研发-药物研发-创新生物药,Juvensis愈方生物,学术/科研-1-49人,上海-浦东新区,学术/科研-1-49人,"【院校介绍】
上海精准医学研究院是上海市教委IV类高峰学科建设项目，由上海交通大学医学院牵头、依托上海交通大学医学院附属第九人民医院进行实体化建设的上海市科技协同创新中心，研究院位于浦东新区锦尊路115号的上海交通大学医学院附属第九人民医院浦东科教园区，于2017年12月20日揭牌投入正式运行，已建成电镜平台、生物成像平台、数据计算与分析平台、组学平台、蛋白质平台、化学生物学平台等六大平台；具备蛋白质自动化制备表征能力、高分辨结构解析能力、多组学分析能力、高分辨生物成像能力、高性能计算能力的综合技术平台；聚焦干细胞与再生医学、组织工程、病原微生物、生殖与遗传发育、肿瘤与代谢性疾病、组学、结构生物学、生物信息学等与精准医学密切相关的研究领域，力争成为有全球影响力的精准医学研究基地。

【研究方向】
神经系统的诱导性多能干细胞（iPS细胞）及帕金森氏病、阿尔兹海默病等神经系统疾病的相关机制；基因治疗

【","任职要求】
1、年龄不超过35周岁；
2、具有神经工程、神经调控、生物医学工程、电子工程、生理和运动信号处理、大数据分析、认知神经科学、心理学、数学、计算机等相关领域背景；
3、在国内外研究机构获得或近期即将获得博士学位，以及从其他博士后科研流动站（工作站）出站的博士后研究人员，获得博士学位3年以内；
4、近年至少在相关专业国际期刊发表1-2篇第一作者论文，影响因子累计大于或等于5分者优先考虑；
5、具有较强英文读写与交流能力；
6、身体健康，工作认真投入，具有良好的团队合作精神。

【职位待遇】
1、基本生活费+考核奖励，27-30万元（税前）；其他补贴5-10万。
2、特别优秀者如申请并入选国家“博士后创新人才支持计划”、上海市“超级博士后”或医学院“博士后激励计划”，年薪可达38万（税前），考核优秀者可申报医学院副高级专业技术职务。特别优秀者，可破格申报医学院正高级专业技术职务；
3、提供科研启动经费10万/人，在站期间所申请到的中国博士后科学基金，单位将按照1：1标准匹配，在站期间取得的科研成果按单位规定给予奖励。"
498,数据分析工程师,资深大数据测试工程师,18-26k·13薪,杭州,5-10年-统招本科-自动化测试-大数据测试-性能测试,5-10年-统招本科-自动化测试-大数据测试-性能测试,火石创造,人工智能-B轮-100-499人,杭州,人工智能-B轮-100-499人,"岗位职责：
1、负责公司产品的功能、自动化、性能、安全及数据流程测试
2、负责数据处理流程的数据测试及执行、基础数据质量的自动化检查、打标及指标计算的数据测试
3、结合项目中的数据问题，分析数仓的数据质量问题并制定相应的测试策略

","岗位要求：
1、计算机专业本科以上学历，具备5年以上测试经验
2、精通python或java，能够代码自动化实现测试需求，过去做过开发的同学优先
3、精通SQL，熟悉主流非关系型及关系型数据库
4、有大数据测试中台经验优先
5、有测开经验优先"
499,数据分析工程师,产品专家（工业大数据方向）,65-95k,上海-浦东新区,5-10年-硕士-数据建模,5-10年-硕士-数据建模,某上海大型互联网公司,人工智能-融资未公开-10000人以上,上海-浦东新区,人工智能-融资未公开-10000人以上,"工作职责
1. 负责带领团队进行工业互联网平台大数据产品（数据治理、数据建模、数据架构、数据管理、数据安全、数据运营等技术领域）的规划、设计，并牵头工业互联网平台大数据类产品的管理和优化；
2. 负责进行工业互联网平台大数据产品全过程管理，包括收集用户客户需求、进行市场和竞争分析、制定产品规划、产品功能定义、规划和设计，并确定目标市场、产品定位和路线图等；
3. 负责指导团队成员进行大数据产品具体功能的设计，不断优化产品体验，能够撰写高质量的需求文档，并协调推动研发团队按时完成产品开发、高质量上线；
4. 负责指导工业互联网大数据产品的竞品分析以及研究产品的发展趋势；
5. 负责牵头在工业互联网大数据产品的整个生命周期内，协调研发、营销、运营等，管理相应产品线；
6. 负责跟进工业互联网大数据产品的数据监控跟踪，分析产品运营效果、用户使用行为及需求，挖掘用户需求，基于用户反馈及数据状况做产品改进；指导团队成员对产品进行持续性优化和改进。

","任职资格
教育背景：计算机、通信、自动化、软件工程等相关专业全日制本科及以上；

知识技能：
1、熟悉工业大数据相关领域数字化转型，运营管理诉求；
2、有工业领域大数据产品管理和开发经验，至少完成过一种大数据产品设计和研发；
4、熟悉行业内各参与方和主要龙头企业，并具有良好的行业关系；
5、从事过IT开发者优先；

工作经验：
1、10年以上大数据产品管理经验，3年以上产品团队管理经验，有大数据产品管理或者数据分析产品管理经验优先，特别优秀者不受工作年限限制；
2、熟悉工业相关领域数字化转型，运营管理诉求；
3、具备工业领域或大数据领域的开发经验优先；

能力素质：
1、具有较强的团队合作意识和管理能力，工作主动、严谨，责任心强，有较强的抗压能力和良好的职业道德；
2、具有较强的组织、协调、沟通能力、需求理解能力；
3、出色的PPT、Word文档写作能力，以及讲解能力；
4、具有运营商工作经验优先，认同中国移动企业文化，能够积极适应运营商业务管理、业务拓展等流程，具备担当精神。"
500,数据分析工程师,大数据bi测试工程师,18-25k,上海-静安区,3-5年-本科-白盒测试-SQL-电商领域,3-5年-本科-白盒测试-SQL-电商领域,上海宝尊电子商务有限公司,电子商务-港股上市-5000-10000人,上海-静安区,电子商务-港股上市-5000-10000人,,
501,数据分析工程师,金融科技管理部-大数据测试岗,15-25k,武汉-黄陂区,3-5年-统招本科-软件测试-测试开发-性能测试-自动化测试,3-5年-统招本科-软件测试-测试开发-性能测试-自动化测试,众邦银行,银行-天使轮-500-999人,武汉-黄陂区,银行-天使轮-500-999人,"岗位职责：
1.深入理解业务需求，根据行内监管报送、营销、报表等实际数据应用场景，制定数据测试方案，完成数据测试任务，保障数据质量；
2.负责团队etl脚本，数据接口及数据报表的功能与性能的测试，完成数据制作、数据验证及缺陷管理工作，配合产品人员完成数据验收工作；
3.对项目的数据测试进度进行把控、识别并预防测试风险，与开发人员、产品人员积极有效沟通推动问题解决；
4.进行测试工具、测试技术、测试平台、产品研发测试过程等方面的创新，提升测试效率；
5.定期对测试缺陷、生产缺陷进行跟踪管理，定期展开缺陷跟因分析，形成数据测试经验库，推动缺陷跟因问题的解决，提升测试质量；
","岗位要求：
1.具有5年以上大数据测试或大数据开发经验，有金融行业数据测试相关经验者优先；
2.熟悉软件测试理论与方法，熟练掌握自动化与性能测试工具，具备大数据Hadoop/storm/flink/kafka等相关测试经验；
3.了解一个以上大数据数据库或查询引擎（HBase、Hive、ElasticSearch、Hue等），熟悉常用的关系型数据库；
4.熟悉银行产品，对银行存、贷领域的某一业务有较为深入的理解，有监管报送、反洗钱等相关测试经历优先。"
502,数据分析工程师,大数据测试工程师,13-18k,西安,3-5年-本科-性能测试-自动化测试-功能测试,3-5年-本科-性能测试-自动化测试-功能测试,西部证券,基金/证券/期货-沪深A股上市-2000-5000人,西安,基金/证券/期货-沪深A股上市-2000-5000人,"岗位职责：
（1）根据公司数据中台的需求和特点完成测试策略和用例；
（2）负责数据中台相关需求的功能测试；
（3）负责数据中台相关需求的自动化测试；
（4）负责数据中台相关需求的性能测试；
（5）通过引入新的工具和方法发现潜在问题、提升测试效率。
","任职要求：
（1）计算机或其他相关专业本科及以上学历；
（2）熟悉linux操作系统，熟悉一款主流数据库的基本操作和原理，熟悉SQL语言；
（3）具备2年及以上大数据平台相关需求的测试经验，包括功能、性能及自动化测试；
（4）熟悉常见编程语言或者脚本语言，如Java/Shell/Python/Ruby的一种或多种；
（5）熟练掌握自动化及性能测试方法和工具，能够熟练使用Postman、Jmeter、Loadrunner等工具；
（6）熟悉Hadoop生态圈技术，了解生态圈相关组件者优先；
（7）具有较强的学习能力，以及一定的分析和解决问题的能力。具备团队精神，有良好的沟通能力；
（8）具备一般证券从业资格优先。"
503,数据分析工程师,大数据解决方案经理-广州(J11350),20-35k,广州-天河区,5-10年-本科-政务信息化-大数据项目-商务拓展-售前技术支持-招投标-解决方案,5-10年-本科-政务信息化-大数据项目-商务拓展-售前技术支持-招投标-解决方案,数梦工场,云计算/大数据-B轮-500-999人,广州-天河区,云计算/大数据-B轮-500-999人,"职责描述：
1、负责区域政府、企业等大数据产品项目拓展、重大项目突破、样板点建设与品牌活动；
2、负责区域项目的售前技术支持、解决方案及咨询工作；负责项目技术交流、产品演示，引导客户需求；负责项目招投标工作、以及项目跟踪落地实施与管理工作；
3、负责区域渠道和生态合作伙伴的技术体系建设，推广公司品牌及产品，完成生态赋能；
4、熟悉公司产品的解决方案、详细功能、技术参数，解读国家、地方等政策文件，收集市场需求与竞争情况，输出行业解决方案及技术策略，完成商务赋能，辅助商务拓展市场空间。

","任职要求：
1、计算机科学或相关专业本科及以上学历，5年以上工作经验；
2、参与过大型大数据项目建设，有政府、运营商、大型集团企业数据项目的售前工作经验；
3、具备丰富的大数据技术知识，熟悉各种数据产品和技术解决方案，具备较强的行业解决方案编写能力；
4、具备优秀的沟通和表达能力，能够独立讲解公司解决方案，能够与客户建立良好的关系；
5、具备优秀的团队合作能力和领导能力，能够有效地协调和管理团队工作；
6、熟悉的大数据行业的技术架构、数据仓库建模方法论，行业内主流数据产品等；
7、熟悉大数据行业市场现状，了解客户需求，具备良好的市场敏感度；
8、具备良好的学习能力、思维能力；具备较强的文字功底，能够熟练编写各种文档；
9、大数据相关行业四年左右工作经验，有水务、水利、政务、应急、教育、生态环境、消防、减灾、燃气、能源等大数据行业经验者优先。 

其他需求：
1、项目攻坚阶段可接受适当的加班强度；
2、可接受短期出差安排；
3、抗压能力强，有强烈的责任心，良好的沟通能力、学习能力及团队合作能力，能够对具体事项闭环能力。"
504,数据分析工程师,大数据测试工程师（SS293）,12-18k,重庆,1-3年-大专-软件测试-测试开发-自动化测试,1-3年-大专-软件测试-测试开发-自动化测试,重庆西西弗文化传播有限公司,广播/影视/录音-2000-5000人,重庆,广播/影视/录音-2000-5000人,"岗位职责：
1.负责大数据平台及相关服务的测试工作；
2.参与大数据平台及相关服务的自动化测试框架建设、自动化测试开发工作。
 ","任职要求：
1.专科及以上学历，2年以上工作经验；
2.熟练掌握软件测试相关理论方法和流程， 熟悉测试工具的使用；
3.熟悉数据异常检测与监控机制，有监控系统设计和开发经验者优先；
4.熟悉Hadoop、Spark、Flink、Kafka等大数据相关技术栈；
5.对数据有较强的敏感度。"
505,数据分析工程师,大数据产品经理,20-30k,广州-天河区,3-5年-大专-数据产品-SaaS产品-to B-便利店-ETL-数据仓库搭建-数据存储-BI-数据治理,3-5年-大专-数据产品-SaaS产品-to B-便利店-ETL-数据仓库搭建-数据存储-BI-数据治理,博纳德集团,计算机软件-500-999人,广州-天河区,计算机软件-500-999人,"岗位职责：
1、负责整体数据平台和数据类产品的规划和设计；
2、负责数据中台底层/应用层/分析层的产品设计，与内部和外部高效的合作，推动业务的进展、项目落地实施；
3、根据业务研发/产品经理/数据分析师/运营等，数据使用方的需求，设计新的数据产品，满足业务的需求，提高数据使用的效率。
","任职要求：
1、本科及以上学历，理工类相关专业，统计、数学、计算机、通讯或相关专业本科及以上学历，有过数据挖掘、DMP、用户生命周期管理相关经验为佳；
2、具备产品架构规划能力，目标驱动意识强，有从0到1打造完整的产品体系的经验；
3、具有较丰富的数据仓库数据建模、数据管理、数据分析、数据挖掘的项目实践经验， 对市场上各类数据产品有深刻的了解；
4、对于技术类产品的架构和实现原理比较熟悉。有从事过大数据相关技术的研发（Hadoop、Hive、Flink、Storm等），熟悉常用的各种机器学习和数据挖掘算法者优先；
5、熟练使用各种产品设计工具，具有良好的文档输出能力；
6、执行力强，对工作有责任心，富有创新意识。"
506,数据分析工程师,大数据测试工程师(J11586),13-25k·14薪,杭州-上城区,1-3年-统招本科-探索性测试-性能测试-Java,1-3年-统招本科-探索性测试-性能测试-Java,泰隆,银行-5000-10000人,杭州-上城区,银行-5000-10000人,"工作职责:
1、负责数据类信息系统的测试管理与测试工作，能够根据实际业务需求产出完备的测试方案并制定可执行测试计划，保证数据服务的正确性以及合理性。
2、掌握主流性能测试工具、接口测试工具进行性能及接口测试；
3、不断研究和探索前沿测试技术和方法，提升测试效率和质量。
","任职资格:
1.本科或以上学历，2年以上数据测试经验；
2.掌握Python/Java等至少一种编程语言，有Shell、Python等脚本语言能力，具备较强的分析设计能力和代码能力；
3.熟练Hadoop、Spark、Hive等常用大数据技术；
4.对数据敏感，具有良好的逻辑思维能力、分析能力、理解业务的能力、沟通能力和表达呈现能力，主动性强；
5.具有一定的数据分析技能和相关经验；
6.良好的团队沟通和协作能力。"
507,数据分析工程师,大数据产品经理,25-50k,上海,经验不限-本科-数据产品-数据分析,经验不限-本科-数据产品-数据分析,某国企单位,通信业-已上市-10000人以上,上海,通信业-已上市-10000人以上,,
508,数据分析工程师,大数据测试工程师,12-19k,广州-天河区,3-5年-统招本科-大数据领域-软件测试-Airflow-Flink,3-5年-统招本科-大数据领域-软件测试-Airflow-Flink,京北方信息,互联网-其他股票市场上市-10000人以上,广州-天河区,互联网-其他股票市场上市-10000人以上,,
509,数据分析工程师,大数据测试,18-30k,宁波-慈溪,3-5年-统招本科-压力测试-功能测试-示波器-性能测试,3-5年-统招本科-压力测试-功能测试-示波器-性能测试,某杭州大型新能源汽车公司,新能源汽车-A轮-10000人以上,宁波-慈溪,新能源汽车-A轮-10000人以上,,
510,数据分析工程师,大数据测试工程师- HF,10-15k,合肥-高新区,3-5年-本科-自动化测试-功能测试,3-5年-本科-自动化测试-功能测试,深演智能,互联网-D轮-100-499人,合肥-高新区,互联网-D轮-100-499人,"职责描述：
工作职责：
1、深度参与打造深演商业智能决策平台相关的产品线，负责业务线、项目的测试设计及实施；
2、根据产品需求及设计文档，独立完成测试用例的设计与执行；
3、根据测试结果，在各阶段输出适合的测试报告；
4、准确、详实描述BUG，帮助定位BUG产生原因，并主动推进；
5、主动评估客户使用产品的活跃情况、成熟度、满意度，并根据评估结果建议产品改进措施；
6、参与自动化测试、接口测试、功能测试，并持续改进。
","任职要求：
1、学历背景：
- 全日制本科及以上学历，计算机、软件工程相关专业优先；

2、经验背景：
- 3年以上数据测试相关经验；
- 有CDP、MA产品测试经验或大数据行业背景的优先；

3、专业能力：
- 精通sql，熟悉mysql、redis基本原理
- 熟悉Linux, shell脚本
- 掌握Java或Python语言；
- 了解软件产品技术原理，具备根据问题现象定位问题原因的能力；
- 可独立完成各类应用系统的测试工作；

4、软性能力：
- 主动性强、执行力高、抗压性强。"
511,数据分析工程师,大数据平台架构师,50-80k·14薪,深圳-宝安区,5-10年-学历不限-Java-大数据平台-数据库,5-10年-学历不限-Java-大数据平台-数据库,某知名公司,人力资源服务-融资未公开-50-99人,深圳-宝安区,人力资源服务-融资未公开-50-99人,,"岗位要求: 
1.负责大数据平台研发：实时计算平台、离线研发平台、数据集成、数据地图等、提供大数据研发人员一站式研发工作台；
2.大数据平台研发项目管理推进。



任职要求：
1.精通JAVA；
2.5年以上数据处理相关工作经验者，深刻理解大数据链路；
3.精通至少一种关系型数据库(mysql/sqlserver)管理以及性能调优；
4.精通至少一种mpp数据库(presto/clickhouse/doris)管理以及性能调优；
5.熟练掌握Hadoop,Hive,Spark,Flink,Kafka,ES等数据处理技术，对大数据基础架构和平台有一定的理解和实践；
6.至少3年带团队经验（5人及以上）。"
512,数据分析工程师,研发中心-大数据测试工程师,20-35k,上海-浦东新区,3-5年-统招本科-java-python-sql-自动化测试-接口测试-性能测试,3-5年-统招本科-java-python-sql-自动化测试-接口测试-性能测试,西部证券,基金/证券/期货-沪深A股上市-2000-5000人,上海-浦东新区,基金/证券/期货-沪深A股上市-2000-5000人,"岗位职责
1、主要负责数据层相关的测试工作，对产品质量负责；
2、协同需求，理解数据处理逻辑，制定合理的测试方案并设计测试用例；
3、完成对数据层各阶段的测试，包括数据逻辑、数据口径、数据准确性等各方面；
4、实现自动化框架搭建及脚本开发工作，对数据全面检测；
5、对缺陷集中管理并跟踪，推动及监控项目进度，及时暴露风险。

","任职要求
1、本科及以上学历，计算机、软件相关专业；
2、具有3年以上数据测试经验，金融行业优先；
3、熟练数据检索、查询技术的相关技术细节，熟悉SQL/Hadoop/Hive等大数据工具；
4、熟练掌握一种或多种测试技术，包括接口测试、ui自动化测试、性能测试等；
5、熟练掌握一种或多种开发语言java/python；
6、能够较快熟悉业务，做事积极主动，沟通能力强。"
513,数据分析工程师,大数据解决方案架构师-火山引擎,25-45k,上海-闵行区,5-10年-本科-to C-web端产品-产品规划-产品设计-团队管理,5-10年-本科-to C-web端产品-产品规划-产品设计-团队管理,字节跳动,互联网-其他-10000人以上,上海-闵行区,互联网-其他-10000人以上,"工作职责：
1、与销售、行业解决方案等团队一起，在售前交流、技术方案设计、招投标等工作上，为客户及合作伙伴提供火山引擎数据中台及相应解决方案的支持；
2、作为解决方案架构师，能够将业务需求转换为大数据和中台技术方案，针对具体项目规划大数据信息架构顶层设计，并为客户提供业务咨询及技术咨询服务；
3、为客户提供远程或现场技术支持，协助客户完成项目规划、架构设计和产品PoC测试；
4、负责技术方案、用户案例、行业解决方案、市场营销材料等方面的信息收集、总结及文档编写。
","任职要求：
1、计算机相关专业，本科及以上学历；
2、要求5年以上工作经验，不少于2年的数据仓库及大数据相关领域的售前或者咨询规划经验，熟悉相关领域的产品、解决方案和系统建设方法；
3、熟悉大数据生态环境，掌握Hadoop，Hive，Kafka，Spark，Flink等大数据技术栈；
4、有Linux系统系统的基础运维能力，熟悉K8S容器编排基本概念、原理、组件、工具；
5、优秀的沟通协调能力、文档编写能力、演讲能力、逻辑思维能力和人际关系能力；
6、具有流利的英文交流及读写能力优先，具有ClickHouse使用经验者优先。"
514,数据分析工程师,大数据测试开发工程师(009259),20-35k,深圳-福田区,3-5年-统招本科-应用测试-自动化测试-SQL,3-5年-统招本科-应用测试-自动化测试-SQL,中信银行信用卡中心,银行-5000-10000人,深圳-福田区,银行-5000-10000人,"职责描述:
1、数据类应用系统及数据应用测试工作；
2、搭建技术测试环境，并进行测试环境维护；
3、参与测试工具开发及自动化测试解决方案，提升测试效率及质量；
4、数据测试流程/框架规划制定与落地实施；
5、完成上级交办的其他工作。
","任职要求:
1、本科及以上学历，计算机相关专业，至少3年以上开发或测试经验；
2、精通SQL或HQL，熟悉Shell/Python/Perl/JAVA至少一种编程语言；
3、熟悉大数据相关技术，如：Hadoop/Hbase/Spark/Hive/Greenplum/MySql等；
4、熟悉相关测试理论和测试方法，可独立完成技术测试、环境搭建等测试任务；
5、了解数据仓库、数据建模、数据分析相关技术；
6、拥有较强的逻辑思维能力、数据分析能力和问题解决能力，具有良好的团队协作精神和服务意识，富有进取心，勇于创新。

优先考虑：
1、具有金融、互联网行业大数据开发或测试经验优先；
2、具备自动化测试经验者优先。"
515,数据分析工程师,数据产品经理-【大数据开发与治理平台】,30-60k·15薪,北京-海淀区,5-10年-本科-大数据治理-大数据开发-大数据平台,5-10年-本科-大数据治理-大数据开发-大数据平台,腾讯,互联网-已上市-10000人以上,北京-海淀区,互联网-已上市-10000人以上,"职位描述
1、负责大数据开发治理平台从数据集成、数据开发、数据质量、资产管理、数据治理、数据安全中的1个或多个模块；
2、负责对应模块的需求分析、产品规划、产品设计和推进落地工作，对产品最终结果负责；
3、关注大数据开发治理平台的市场动态，分析海内外竞品，能够寻找产品差异性的突破点；
4、制定大数据开发治理平台的产品定价模型，构建产品完整的销售通路及生态体系；
5、对接公有云、专有云客户，能够将用户和客户的碎片需求抽象成为有效的产品功能设计，不断的提升产品能力和体验；
6、优秀的跨团队项目管理、沟通管理能力，提升团队的产品意识及能力；

","任职要求
1、计算机/软件工程/信息管理等理工科背景，5年以上数据产品经验，设计过数据开发工具或有过数据开发经验，熟悉行业内的大数据开发与治理平台；
2、对于Hadoop生态技术、云原生数据库和数据湖技术有一定的了解，了解离线数据开发或流式数据开发；
3、有较强的逻辑思维能力、良好的沟通协调能力、执行推动能力、清晰的文案能力及数据分析能力，态度认真且关注细节；
4、具备良好的用户思维和用户同理心，能够从用户角度出发思考问题；

加分项
1、有数据平台ToB尤其是私有化项目经验者优先；
2、在各大云厂商的大数据工具团队、各大互联网的大数据工具团队等就职过者优先；"
516,数据分析工程师,中高级大数据测试工程师-12411,15-22k·13薪,苏州-昆山,3-5年-统招本科,3-5年-统招本科,瞬联软件科技,计算机软件-10000人以上,苏州-昆山,计算机软件-10000人以上,,
517,数据分析工程师,大数据部门负责人,100-160k·18薪,上海,10年以上-统招本科-大数据领域-团队管理-技术管理-保险领域-金融领域-保险行业,10年以上-统招本科-大数据领域-团队管理-技术管理-保险领域-金融领域-保险行业,某上海基金/证券/期货公司,基金/证券/期货-5000-10000人,上海,基金/证券/期货-5000-10000人,"工作职责
1、全面负责数据部门管理，负责大数据架构及演进规划，负责所在大数据平台架构、技术治理，前瞻挖掘业务及技术的突破点，提出专优化方案，推动技术创新；
2、作为大数据领域的专家，同业务、产品部门联动，积极主动与其他技术团队进行有效的沟通和交流，促进技术进步和业务创新；
3、作为技术领域专家能够带领大数据研发团队完成公司要求的项目、平台研发，指导和培养团队骨干对业务、技术方向的前瞻性和带来的体系化思维；
4、根据战略方向和行业市场的动向以及公司当下的业务重点规划制定目标架构，年度规划并推动落实，探索数据产品化的机会，让数据在业务中发挥更大的价值；
","任职资格
1、计算机、统计、数学、信息技术等本科及以上学历，有相关行业工作经验；
2、熟悉云计算技术架构者，具备丰富的行业（保险、银行、或者理财等）架构师经验，有创新业务（如互联网金融、互联网保险）的架构落地的经验，有结合监管合规风险识别的架构设计经验；
3、具备丰富的海量数据的数据挖掘、机器学习算法建模经验，具有较强的数据整合，数据分析/挖掘和解决业务问题的能力；
4、专注于大数据技术，掌握数据建模语言，并且具有良好的建模能力；熟悉hadoop生态系统，熟练应用hive、spark、hbase、ES等；熟练使用SQL，以及SAS/R/Python等中的一种；有互联网用户growth分析经验者优先；
5、良好的逻辑思维和批判性思维能力。较强的沟通协调能力和独立分析、判断能力，能独立开展工作；
6、有独立带领团队的经历，并能体现较强的领导能力，善于学习，有较强的逻辑分析及文字表达能力。"
518,数据分析工程师,大数据开发(数据治理),13-14k,青岛-市南区,3-5年-本科-数据治理,3-5年-本科-数据治理,某青岛知名上市公司,食品/饮料/酒水-已上市-10000人以上,青岛-市南区,食品/饮料/酒水-已上市-10000人以上,"岗位职责：
1.负责大数据治理及管理(元数据.数据标准，数据质量，数据安全.数据资产目录等)方案设计：
2.推进数据治理方案制定及实施；
3.协同其他团队成员，共同建立数据管理工作流程，规范和方法；
4.各领域数据治理工作的推进和效果检验。
","岗位要求：
1.具备较强的数据抽取、分析、开发能力：
2.具备项目规范化文档的撰写和交付能力：
3.具备一定的信息化项目管理能力：
4.具备良好的业务沟通能力：
5.熟悉DAMA、DCMM等主流数据治理体系；
6.有数据治理平合实际建设和使用经验者优先。"
519,数据分析工程师,大数据架构师,30-60k·14薪,北京-朝阳区,5-10年-本科-架构设计-技术支持-数据开发-系统设计-技术战略-Linux,5-10年-本科-架构设计-技术支持-数据开发-系统设计-技术战略-Linux,百信银行,银行-500-999人,北京-朝阳区,银行-500-999人,"岗位职责：

1. 负责契合业务的架构设计与流程优化，根据产品应用场景设计、实现可扩展可落地的业务方案和技术架构；

2. 负责应用数据架构以及核心代码开发；

3.负责关键技术组件的选型和验证工作；

4. 为团队成员提供技术和架构知识培训，关注相关前沿技术研究。



","任职要求：

1.本科学历以上，计算机相关专业，5年以上大型数数据平台系统设计经验，负责过海量数据平台上高可用、高性能的架构设计；

2. 熟练掌握基于Hadoop大数据的相关理论及技术，精通Hive、Spark、HBase、Trino、Doris、Flink等任一种大数据组件；

3. 熟练使用Eclipse或者IDEA开发工具，熟练掌握git,maven,linux等常用命令；

4. 具备良好的文档读写能力和口头沟通能力，具备良好的团队合作精神；

5. 具有很强的编码功底，有较强的调优能力，能解决疑难技术问题。"
520,数据分析工程师,车联网大数据工程师,15-30k·14薪,芜湖-弋江区,3-5年-本科-车联网-智能驾驶-轻型卡车-重型卡车,3-5年-本科-车联网-智能驾驶-轻型卡车-重型卡车,奇瑞集团,其他行业-融资未公开-5000-10000人,芜湖-弋江区,其他行业-融资未公开-5000-10000人,"工作职责：
1、负责对接车型产品部门，管理TSP平台需求，协同各团队交付产品设计向车型导入；
2、负责行业标准、国标等通讯协议的解读；
3、向开发提供车联网业务指导、解释业务场景，参与整个车联网功能开发流程，负责需求开发与跟踪；
4、负责平台设计规范、技术标准的制定；
5、跟踪车联网的市场创新动态，洞察并挖掘用户需求，把握智能网联发展发向；
","任职资格：
1、学历及专业：本科计算机或物联网等等专业
2、工作方向：车联网大数据
3、工作经验：工程师4年及以上相关工作经验
4、任职要求：
①掌握车联网项目开发流程；
②4年以上车联网领域相关工作经验，并有TSP产品设计、规划和落地的经验；
③熟悉相关的汽车国家标准、行业标准等；
④熟练使用各类办公软件；"
521,数据分析工程师,大数据产品经理,20-35k·13薪,深圳-南山区,3-5年-本科-数据产品-需求分析-Xmind-需求挖掘,3-5年-本科-数据产品-需求分析-Xmind-需求挖掘,深圳芯享半导体科技有限公司,IT服务-100-499人,深圳-南山区,IT服务-100-499人,"""岗位职责：
1、负责大数据产品的解决方案及产品规划，结合行业发展特点，综合智能制造技术的发展前沿及客户需求，打造有竞争力的解决方案及产品，推动健康、可持续的商业模式，在业界形成口碑；
2、负责产品的各个生命周期，对客户负责，产出安全、稳定、易用的产品；
3、发现并掌握用户需求的变化趋势，对未来几年市场对产品有哪些需求和服务做出预测；
4、调研、挖掘、分析客户需求，准确抽象出产品需求，合理判断需求的优先级，并维护产品需求；
5、协调并驱动研发、测试、运营、市场等多个团队共同完成产品业务目标；
6、负责行业洞察、需求分析、产品设计、产品验收、商业定价等；
7、协助产品交付团队，保障产品和服务的稳定性，提升客户满意度；
","岗位要求：
1、本科及以上学历，3年及以上数据产品经验
2、良好的需求挖掘、需求分析、需求拆解能力
3、良好的逻辑推理能力，产品设计能力，包括原型设计、流程梳理、文档撰写，熟练使用Axure，xmind，viso，ppt等工具
4、良好的跨部门沟通能力，汇报和宣讲能力
5、熟悉大数据，对数据仓库、商业智能、ETL、数据产品有一定了解
6、具备物联网、AI、大数据在工业行业的项目经验优先；
7、具备良好的抽象及逻辑创新能力，能针对工业场景遇到的实际问题，能较快的提出多种解决方案；
8. 沟通能力强、责任心强、抗压能力强，有团队合作精神。""
"
