序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
420,导航技术工程师,高精度地图&融合定位工程师,25-30k·14薪,上海-徐汇区,3-5年-本科-高精度地图-融合定位-ADAS高阶功能,3-5年-本科-高精度地图-融合定位-ADAS高阶功能,法雷奥企业管理(上海)有限公司,汽车零部件及配件-5000-10000人,上海-徐汇区,汽车零部件及配件-5000-10000人,"Job Responsibilities 工作职责：
1.Responsible for defining the requirements for high-precision maps for high-level ADAS functions;
负责定义高阶ADAS功能对高精度地图的需求；
2.Responsible for defining the requirement of fusion positioning for advanced ADAS function;
负责定义高阶ADAS功能对融合定位的需求；
3.Responsible for defining system & interface requirements for EHR;
负责定义EHR的系统&接口需求；
4.Responsible for defining the system & interface requirements for fusion positioning;
负责定义融合定位的系统&接口需求；
5.Follow up the development of maps and fusion positioning, landing and fixing problems;
跟踪地图以及融合定位的开发，落地及问题修复；

Qualifications of appointment ","任职资格：
1.More than 3 years working experience in automotive industry;
汽车行业工作年限3年以上；
2.Experience in high-precision map development and fusion positioning development;
有高精度地图开发经验以及融合定位开发经验；
3.Fluent in English listening and communicating；
英语需流利听说；
4.Communication skills: experience in communicating with customers is preferred, clear thinking, experience in communicating with software architecture is preferred;
沟通能力：有与客户沟通经历优先，思路清晰，有与软件架构沟通经历优先；
5.Licensed driver;
有驾照；
6.Software development experience is preferred;
有软件开发经历优先；


公司介绍：

法雷奥集团总部在法国，是世界前十大汽车零部件供应商，全球汽车制造商合作伙伴。
法雷奥汽车舒适及驾驶辅助系统中国事业部，由法雷奥集团100%投资，目前在深圳、武汉、上海均成立法雷奥舒适及驾驶辅助系统研发中心，在高级辅助驾驶和智能座舱领域处于全球领先位置。
法雷奥舒适及驾驶辅助系统（上海）研发中心，地址为上海市漕河泾开发区。
上海是法雷奥中国总部所在地，也是华东汽车产业的核心区域，汇集了众多汽车企业及高科技公司。法雷奥舒适及驾驶辅助系统（上海）研发中心成立于2022年7月，可以让法雷奥更快地响应本地客户需求，同时上海的创新氛围和高端人才，也符合法雷奥对创新的需求。在此，我们期待您的加入！"
421,导航技术工程师,定位策划岗（商业）,13-17k·15薪,雄安新区-容城县,5-10年-统招本科-项目设计管理-定位策略-投资拓展-国有土地规划-招商策划-推广策划-市场研究-房建工程-商业建筑-产业建筑,5-10年-统招本科-项目设计管理-定位策略-投资拓展-国有土地规划-招商策划-推广策划-市场研究-房建工程-商业建筑-产业建筑,中国雄安集团,人力资源服务-500-999人,雄安新区-容城县,人力资源服务-500-999人,"1.根据各商业地产项目控规、修详规等地块指标信息，预判项目投资、运营预期情况，协助公司投资部门完成项目产品投前策划定位工作;
2.负责商业地产项目定位策划工作：协助研策部门完成项目产品定位策划、业态落位、品牌落位等策划报告，并对策划成果进行审核;
3.负责商业地产项目规划的设计提资和图纸会审;
4.负责根据招商方案完成施工阶段提资工作;
5.负责前介标准化工作;
6.完成领导交办的其它工作。

","任职要求:1.大学本科及以上学历，取得相应学位证书；
2.城市规划类、区域经济、投资管理、财务管理、土地资源、城市规划、房地产等相关专业优先；
2.具有本科6年或硕士4年及以上商业地产研策相关经验，具备政策研究、行业研究经验优先，在区域开发、城市规划、商业地产、工业园区等领域有优势优先，代理行相关工作经验者优先；
3.对商业地产行业形式有深刻见解，能够独立完成市调报告、定位报告、规划建议等商业地产开发过程中的策划和撰写工作；熟悉各业态工程物业条件、业态需求、业态定位与建筑规划；
4.熟悉各类定性、定量分析方法及市场研究模型，具备独立思考、撰写报告的能力；
5. 具有良好的前瞻性和敏锐的市场洞察力，逻辑清晰，思路明确，语言表达能力；具有良好的职业形象；具备较强的抗压能力；
6. 年龄35周岁及以下。"
422,导航技术工程师,融合定位工程师,20-40k,武汉-蔡甸区,经验不限-本科-定位算法-SLAM算法-SA算法-大数据算法-C++-Python,经验不限-本科-定位算法-SLAM算法-SA算法-大数据算法-C++-Python,东风汽车,整车制造-港股上市-10000人以上,武汉-蔡甸区,整车制造-港股上市-10000人以上,"岗位职责:
1. 熟练掌握各种传感器（如 IMU、Camera、轮速计、LiDAR 等）的优缺点， 并能灵活进行融合，研发鲁棒、低延迟的定位算法；
2. 负责稳定、精确、鲁棒的自动驾驶定位系统研发，优化各种工况的定位性能。
","任职资格:
1. 对自动驾驶行业感兴趣，有较强的独立工作能力和团队精神；
2. 有扎实的理论基础，精通常见的几何、概率、统计、滤波、优化等基础知识；
3. 熟练掌握C/C++/Python，熟悉常用的数据结构和算法，丰富的代码实践经验；
4. 熟悉基于camera或者lidar的slam算法，熟悉卡尔曼滤波、非线性优化等数据融合算法；
5. 熟悉GPS/IMU/轮速计/摄像头/激光等传感器性能，具有组合导航和SLAM融合定位的开发经验；
6. 具备较强的学习能力和钻研精神，良好的沟通表达和团队协作意识。"
423,导航技术工程师,定位策划（国企）,15-20k·13薪,雄安新区-容城县,5-10年-本科-项目设计管理-定位策略-国有土地规划-投资拓展-招商策划-市场研究-推广策划-房建工程-商业建筑-产业建筑,5-10年-本科-项目设计管理-定位策略-国有土地规划-投资拓展-招商策划-市场研究-推广策划-房建工程-商业建筑-产业建筑,雄安人力公司,人力资源服务,雄安新区-容城县,人力资源服务,"商业地产研策方向，有相关经验优先
国企直签，六险二金，项目多欢迎投递详聊

1.根据各商业地产项目控规、修详规等地块指标信息，预判项目投资、运营预期情况，协助公司投资部门完成项目产品投前策划定位工作;
2.负责商业地产项目定位策划工作：协助研策部门完成项目产品定位策划、业态落位、品牌落位等策划报告，并对策划成果进行审核;
3.负责商业地产项目规划的设计提资和图纸会审;
4.负责根据招商方案完成施工阶段提资工作;
5.负责前介标准化工作;
6.完成领导交办的其它工作。

","任职要求：
1.大学本科及以上学历，取得相应学位证书，学信网可查；
2.城市规划类、区域经济、投资管理、财务管理、土地资源、城市规划、房地产等相关专业优先；
2.具有本科6年或硕士4年及以上商业地产研策相关经验，具备政策研究、行业研究经验优先，在区域开发、城市规划、商业地产、工业园区等领域有优势优先，代理行相关工作经验者优先；
3.对商业地产行业形式有深刻见解，能够独立完成市调报告、定位报告、规划建议等商业地产开发过程中的策划和撰写工作；熟悉各业态工程物业条件、业态需求、业态定位与建筑规划；
4.熟悉各类定性、定量分析方法及市场研究模型，具备独立思考、撰写报告的能力；
5. 具有良好的前瞻性和敏锐的市场洞察力，逻辑清晰，思路明确，语言表达能力；具有良好的职业形象；具备较强的抗压能力；
6. 年龄35周岁及以下优先。"
424,导航技术工程师,定位策划,15-20k·13薪,雄安新区-容城县,5-10年-统招本科-定位策略-项目设计管理-投资拓展-国有土地规划-招商策划-推广策划-市场研究-房建工程-商业建筑-产业建筑,5-10年-统招本科-定位策略-项目设计管理-投资拓展-国有土地规划-招商策划-推广策划-市场研究-房建工程-商业建筑-产业建筑,中国雄安集团,人力资源服务-500-999人,雄安新区-容城县,人力资源服务-500-999人,"商业地产方向，有相关经验优先
国企直签，六险二金，项目多欢迎投递详聊

1.根据各商业地产项目控规、修详规等地块指标信息，预判项目投资、运营预期情况，协助公司投资部门完成项目产品投前策划定位工作;
2.负责商业地产项目定位策划工作：协助研策部门完成项目产品定位策划、业态落位、品牌落位等策划报告，并对策划成果进行审核;
3.负责商业地产项目规划的设计提资和图纸会审;
4.负责根据招商方案完成施工阶段提资工作;
5.负责前介标准化工作;
6.完成领导交办的其它工作。

","任职要求：
1.大学本科及以上学历，取得相应学位证书，学信网可查；
2.城市规划类、区域经济、投资管理、财务管理、土地资源、城市规划、房地产等相关专业优先；
2.具有本科6年或硕士4年及以上商业地产研策相关经验，具备政策研究、行业研究经验优先，在区域开发、城市规划、商业地产、工业园区等领域有优势优先，代理行相关工作经验者优先；
3.对商业地产行业形式有深刻见解，能够独立完成市调报告、定位报告、规划建议等商业地产开发过程中的策划和撰写工作；熟悉各业态工程物业条件、业态需求、业态定位与建筑规划；
4.熟悉各类定性、定量分析方法及市场研究模型，具备独立思考、撰写报告的能力；
5. 具有良好的前瞻性和敏锐的市场洞察力，逻辑清晰，思路明确，语言表达能力；具有良好的职业形象；具备较强的抗压能力；
6. 年龄35周岁及以下优先。"
425,导航技术工程师,地图与定位测试工程师,15-30k,武汉,3-5年-统招本科-试验测试-仿真分析-智能驾驶-车载导航,3-5年-统招本科-试验测试-仿真分析-智能驾驶-车载导航,东风汽车公司技术中心,整车制造-2000-5000人,武汉,整车制造-2000-5000人,,
426,导航技术工程师,定位建图算法工程师/专家 北京 上海 广深,35-55k·15薪,上海,1-3年-统招本科-定位算法-SLAM算法,1-3年-统招本科-定位算法-SLAM算法,某上海大型IT服务公司,IT服务-5000-10000人,上海,IT服务-5000-10000人,"工作职责：
1. 负责基于多传感器（LiDAR, camera, IMU）融合的定位及地图构建算法研发工作；
2. 负责基于多传感器的目标定位、检测、跟踪算法研发工作；
3. 相关算法落地。
","任职要求：
1. 统招本科及以上学历，3年以上工作经验；
2. 熟悉SLAM 相关算法，例如 ORB-SLAM、LOAM、Cartographer等，会使用g2o、Ceres 等常见优化库，有实际项目经验；
3. 熟悉3D领域的基本算法，具有三维重建/定位、点云处理、多传感器融合等相关经验；
4. 精通Linux环境下C++编程，具有良好的OOP设计习惯；
5. 具有扎实的工程实现能力，对融合算法有实际项目经验；
6. 熟悉激光SLAM定位导航算法。"
427,导航技术工程师,智能控制定位算法工程师,20-35k·14薪,长沙-岳麓区,1-3年-统招本科-定位算法-C/C++-算法研究,1-3年-统招本科-定位算法-C/C++-算法研究,某长沙机械/设备上市公司,机械/设备-已上市-10000人以上,长沙-岳麓区,机械/设备-已上市-10000人以上,"岗位职责：
1.负责定位导航系统和算法的设计、开发、调试测试和性能优化工作；包括但不限于全局位置辨识、姿态辨识、多源传感融合、路径规划、运动控制等。
2.负责行业需求、前沿技术趋势调研及报告编写；完成拖拉机无人驾驶定位导航系统技术标准和测试规范的编写。
3.负责与GNSS/IMU等定位导航设备供应商技术需求对接，完成相关零部件的测试、选型、接口需求和系统特性梳理、协议对接和测试标定等工作。
","岗位要求：
1.测绘工程，大地测量学，卫星导航，地理信息、自动化、测控等相关专业；本科4年，硕士2年以上相关工作经验；
2.熟练掌握C/C++语言，以及基本的数据结构和算法，熟悉linux系统，有良好的开发习惯；
3.熟悉GNSS精密定位定轨理论，熟悉PVT算法、RTK算法，PPP算法，具有相关实际项目编程经验;
4. 熟悉IMU、GNSS组合导航，松耦合，紧耦合等算法；
5.有视觉SLAM、激光SLAM算法开发和项目经历的优先；
6.有算法落地、工程化实践经验者优先；熟悉ros系统者优先；
7.具备良好的逻辑沟通能力和解决实际问题的能力；"""
428,导航技术工程师,建图与定位算法工程师,20-35k,厦门,3-5年-硕士-定位算法-高精度地图-语义地图-SLAM建图-AVP-APA,3-5年-硕士-定位算法-高精度地图-语义地图-SLAM建图-AVP-APA,某厦门大型电子/半导体/集成电路公司,电子/半导体/集成电路-融资未公开-1000-2000人,厦门,电子/半导体/集成电路-融资未公开-1000-2000人,,"任职资格：
1.硕士研究生及以上学历，3年以上相关岗位工作经验；
2.熟悉车辆自动驾驶建图和定位算法，较熟悉VO,ORB-SLAM,LSD-SLAM等算法，较熟悉IMU/GNSS融合定位；
3.较熟悉C/C++，能够快速实现算法；
4.有无人车、机器人建图与定位算法经验者优先
5.能熟练阅读英文技术文档，有责任心和团队合作精神，良好的沟通能力。
岗位职责：
业务方向：AVP（代客泊车）或者APA（自动泊车）
1.负责AVP高精度地图、语义地图、SLAM建图以及定位算法（SLAM,IMU,GNSS）的开发与优化、调试和测试工作；
2.编写并整理相关算法开发设计文档；
3.台架或者实车算法调试。"
429,导航技术工程师,导航定位专家-大厂-北京/深圳,70-100k·14薪,北京-海淀区,5-10年-硕士-定位算法-算法开发-算法设计-无线定位-粒子滤波-信号处理,5-10年-硕士-定位算法-算法开发-算法设计-无线定位-粒子滤波-信号处理,Michael Page,人力资源服务-5000-10000人,北京-海淀区,人力资源服务-5000-10000人,"岗位职责：
1、负责手机与穿戴产品的卫星与惯性导航融合定位算法设计与开发；
2、负责手机室内无线指纹定位技术算法设计与开发；
3、负责消费类终端定位技术的研究与技术规划。




","任职要求：
1、熟悉典型定位系统与算法，相关领域3年以上工作经验；
2、熟悉多传感器融合算法，对优化理论有较深入的认识，如：图优化、卡尔曼滤波(EKF)、粒子滤波、梯度下降法、贝叶斯理论等；
3、熟悉机器学习算法优先，信号处理方向博士优先。"
430,导航技术工程师,融合定位算法工程师,20-35k·16薪,上海-浦东新区,3-5年-硕士-导航算法-定位算法-一阶滞后滤波-滤波算法,3-5年-硕士-导航算法-定位算法-一阶滞后滤波-滤波算法,某国内电子/半导体/集成电路公司,电子/半导体/集成电路-50-99人,上海-浦东新区,电子/半导体/集成电路-50-99人,"融合定位算法工程师/专家（2年以上工作经验即可）
岗位职责：
1、负责IMU标定算法的设计、实现、优化以及产线相关的工序、标准的设计；
2、负责GNSS/INS、多传感器融合定位算法和完好性算法的设计、实现、优化
3、负责智能驾驶方向终端定位产品的研究、开发和技术支持

","岗位要求：
1、硕士及以上学历，测量测绘、导航、制导与控制、自动化、电子相关专业；
2、掌握卫星导航、惯性导航、融合滤波等基本原理，熟练掌握IMU元器件常用误差模型和标定方法；
3、精通惯性导航、组合导航和卡尔曼滤波算法设计，具有较好的组合导航算法系统架构设计、实现和优化能力；
4、有车载组合导航算法经验和复杂场景下融合定位性能优化经验者优先；
5、熟练掌握C/C++编程,有良好的编程风格和编程习惯，有嵌入式编程经验者优先；
6、具备较强的学习能力、团队协作能力、沟通能力、责任意识及上进心。"
431,导航技术工程师,定位建图算法测试工程师 (MJ001129),20-40k·15薪,北京-海淀区,1-3年-本科-C++-Python-自动化测试-算法测试,1-3年-本科-C++-Python-自动化测试-算法测试,毫末智行科技,人工智能-A轮-100-499人,北京-海淀区,人工智能-A轮-100-499人,"岗位职责：
1.负责自动驾驶定位建图模块的测试工作
2.搭建自动化测试体系、建立测试标准、并完成核心框架代码的研发
3.熟悉自动驾驶定位建图模块的上下游模块，提高版本迭代效率及发版质量
5.搭建自动化测试闭环系统，提示定位建图模块的测试能力
","任职要求：
1.有自动驾驶定位建图算法测试相关工作经验2年以上，重点大学，本科及以上学历
2.具备有从0到1搭建搭建自动化测试平台的能力
3.熟悉python、c++2种语言开发能力，能够进行白盒测试"
432,导航技术工程师,多传感器融合定位算法工程师,40-55k·15薪,成都,3-5年-硕士-C/C++-Python-算法识别-算法优化-算法开发-算法设计-定位算法,3-5年-硕士-C/C++-Python-算法识别-算法优化-算法开发-算法设计-定位算法,某知名公司,电子/半导体/集成电路-融资未公开-10000人以上,成都,电子/半导体/集成电路-融资未公开-10000人以上,"1. 负责设计开发基于视觉、RTK、IMU、Encoder的多传感器融合定位系统。
2. 负责RTK/INS组合导航位姿高精度后处理算法、惯性导航系统的设计及标定、多传感器融合系统的研发工作。
3. 主导定位相关器件选型、测试、误差标定、误差分析与实施。
4. 负责定位系统架构设计、核心代码实现及技术验证，解决软件研发过程中遇到的技术问题。
5. 负责配合其他部门工程师完成算法的嵌入式平台部署与测试工作。

","任职要求：
1. 硕士及以上学历，电子通信、计算机、机器人等相关专业。
2. 3年以上工作经验，熟悉惯性导航，组合导航，SLAM相关系统的技术原理，具备定位系统架构设计、实现和优化能力，有实际产品经验者优先。
3. 具备扎实的算法功底，深入理解扩展卡尔曼滤波、粒子滤波、贝叶斯理论、估计理论、图优化、状态估计等相关理论，并有丰富的多传感器融合调试和产品落地等实践经验优先考虑。
4. 有自动驾驶高精度定位和高精度地图构建方面经验者优先。
5. 精通C/C++、Python等开发、熟悉矩阵库和优化库的原理和使用、熟悉Linux操作系统与ROS机器人系统。"
433,导航技术工程师,水下定位工程师,7-12k,天津-滨海新区,3-5年-本科,3-5年-本科,某知名公司,环保-融资未公开-50-99人,天津-滨海新区,环保-融资未公开-50-99人,,
434,导航技术工程师,融合定位工程师,15-25k,武汉-江夏区,1-3年-本科-感知定位,1-3年-本科-感知定位,东风悦享科技有限公司,人工智能-100-499人,武汉-江夏区,人工智能-100-499人,"岗位职责：
1. 熟练掌握各种传感器（如 IMU、Camera、轮速计、LiDAR 等）的优缺点， 并能灵活进行融合，研发鲁棒、低延迟的定位算法；
2. 负责稳定、精确、鲁棒的自动驾驶定位系统研发，优化各种工况的定位性能
","任职要求：
1. 对自动驾驶行业感兴趣，有较强的独立工作能力和团队精神；
2. 有扎实的理论基础，精通常见的几何、概率、统计、滤波、优化等基础知识；
3. 熟练掌握C/C++/Python，熟悉常用的数据结构和算法，丰富的代码实践经验；
4. 熟悉基于camera或者lidar的slam算法，熟悉卡尔曼滤波、非线性优化等数据融合算法；
5. 熟悉GPS/IMU/轮速计/摄像头/激光等传感器性能，具有组合导航和SLAM融合定位的开发经验；
6. 具备较强的学习能力和钻研精神，良好的沟通表达和团队协作意识。"
435,导航技术工程师,融合定位算法工程师-武汉,22-40k,武汉,经验不限-博士-激光雷达-算法开发-SLAM算法-定位算法-传感器算法-C++-C/C++-自动驾驶,经验不限-博士-激光雷达-算法开发-SLAM算法-定位算法-传感器算法-C++-C/C++-自动驾驶,某武汉人工智能公司,人工智能-100-499人,武汉,人工智能-100-499人,"工作职责
1、熟练掌握各种传感器（如IMU、Camera、轮速计、LiDA1、熟练掌握各种传感器（如IMU、Camera、轮速计、LiDAR等）的优缺点，并能灵活进行融合，研发鲁棒、低延迟的定位算法；
2、负责稳定、精确、鲁棒的自动驾驶定位系统研发，优化各种工况的定位性能。R等）的优缺点，并能灵活进行融合，研发鲁棒、低延迟的定位算法；
2、负责稳定、精确、鲁棒的自动驾驶定位系统研发，优化各种工况的定位性能。

","任职要求
1、对自动驾驶行业感兴趣，有较强的独立工作能力和团队精神；
2、有扎实的理论基础，精通常见的几何、概率、统计、滤波、优化等基础知识；
3、熟练掌握C/C++/Python，熟悉常用的数据结构和算法，丰富的代码实践经验；
4、熟悉基于camera或者lidar的slam算法，熟悉卡尔曼滤波、非线性优化等数据融合算法；
5、熟悉GPS/IMU/轮速计/摄像头/激光等传感器性能，具有组合导航和SLAM融合定位的开发经验；
6、具备较强的学习能力和钻研精神，良好的沟通表达和团队协作意识。"
436,导航技术工程师,商业定位策划岗（业务经理级）,14-20k,雄安新区-容城县,5-10年-本科-招商租赁-工程管理-商业物业,5-10年-本科-招商租赁-工程管理-商业物业,中国雄安集团城市发展投资有限公司,房地产开发经营-100-499人,雄安新区-容城县,房地产开发经营-100-499人,,
437,导航技术工程师,定位策划岗（商业）,16-20k,雄安新区-容城县,5-10年-统招本科-项目设计管理-定位策略-投资拓展-国有土地规划-市场研究-招商策划-推广策划-房建工程-商业建筑-产业建筑,5-10年-统招本科-项目设计管理-定位策略-投资拓展-国有土地规划-市场研究-招商策划-推广策划-房建工程-商业建筑-产业建筑,中国雄安集团城市发展投资有限公司,房地产开发经营-100-499人,雄安新区-容城县,房地产开发经营-100-499人,"岗位职责：
1.根据各商业地产项目控规、修详规等地块指标信息，预判项目投资、运营预期情况，协助公司投资部门完成项目产品投前策划定位工作;
2.负责商业地产项目定位策划工作：协助研策部门完成项目产品定位策划、业态落位、品牌落位等策划报告，并对策划成果进行审核;
3.负责商业地产项目规划的设计提资和图纸会审;
4.负责根据招商方案完成施工阶段提资工作;
5.负责前介标准化工作;
6.完成领导交办的其它工作。
","任职要求：
1.大学本科及以上学历，取得相应学位证书；
2.城市规划类、区域经济、投资管理、财务管理、土地资源、城市规划、房地产等相关专业优先；
2.具有本科6年或硕士4年及以上商业地产研策相关经验，具备政策研究、行业研究经验优先，在区域开发、城市规划、商业地产、工业园区等领域有优势优先，代理行相关工作经验者优先；
3.对商业地产行业形式有深刻见解，能够独立完成市调报告、定位报告、规划建议等商业地产开发过程中的策划和撰写工作；熟悉各业态工程物业条件、业态需求、业态定位与建筑规划；
4.熟悉各类定性、定量分析方法及市场研究模型，具备独立思考、撰写报告的能力；
5. 具有良好的前瞻性和敏锐的市场洞察力，逻辑清晰，思路明确，语言表达能力；具有良好的职业形象；具备较强的抗压能力；
6. 年龄35周岁及以下。"
438,导航技术工程师,自动驾驶定位算法工程师,15-25k·14薪,无锡-新吴区,1-3年-统招本科-定位算法,1-3年-统招本科-定位算法,无锡物联网创新中心有限公司,电子/半导体/集成电路-100-499人,无锡-新吴区,电子/半导体/集成电路-100-499人,"职责描述：
1. 研发方向包括但不限于GNSS、IMU、激光、视觉等融合定位算法；
2. 与无人驾驶汽车其它各模块的工程师协同完成系统集成和调试工作。

","任职要求：
1. 统招本科及以上学历；
2. 计算机、软件工程、自动化、通信工程等相关专业；
3. 熟悉融合定位；
4. 熟悉高精度地图定位；
5. 使用过Apollo定位模块"
439,导航技术工程师,融合定位算法工程师,50-70k,成都,经验不限-硕士-粒子滤波-导航算法,经验不限-硕士-粒子滤波-导航算法,某深圳知名人工智能公司,人工智能-A轮-100-499人,成都,人工智能-A轮-100-499人,"岗位职责：
1. 负责设计开发基于视觉、RTK、IMU、Encoder的多传感器融合定位系统。
2. 负责RTK/INS组合导航位姿高精度后处理算法、惯性导航系统的设计及标定、多传感器融合系统的研发工作。
3. 主导定位相关器件选型、测试、误差标定、误差分析与实施。
4. 负责定位系统架构设计、核心代码实现及技术验证，解决软件研发过程中遇到的技术问题。
5. 负责配合其他部门工程师完成算法的嵌入式平台部署与测试工作。
","任职要求：
1. 硕士及以上学历，电子通信、计算机、机器人等相关专业。
2. 5年以上工作经验，熟悉惯性导航，组合导航，SLAM相关系统的技术原理，具备定位系统架构设计、实现和优化能力，有实际产品经验者优先。
3. 具备扎实的算法功底，深入理解扩展卡尔曼滤波、粒子滤波、贝叶斯理论、最优估计理论、图优化、状态估计等相关理论，并有丰富的多传感器融合调试和产品落地等实践经验优先考虑。
4. 有自动驾驶高精度定位和高精度地图构建方面经验者优先。
5. 精通C/C++、Python等开发、熟悉矩阵库和优化库的原理和使用、熟悉Linux操作系统与ROS机器人系统。"
440,导航技术工程师,定位建图算法,30-40k·15薪,上海-浦东新区,5-10年-统招本科-C++-SLAM算法-建图-定位算法,5-10年-统招本科-C++-SLAM算法-建图-定位算法,某上海计算机软件公司,计算机软件-B轮-100-499人,上海-浦东新区,计算机软件-B轮-100-499人,"工作职责：
1. 负责基于多传感器（LiDAR, camera, IMU）融合的定位及地图构建算法研发工作；
2. 负责基于多传感器的目标定位、检测、跟踪算法研发工作；
3. 相关算法落地。

","任职要求：
1. 统招本科及以上学历，3年以上工作经验；
2. 熟悉SLAM 相关算法，例如 ORB-SLAM、LOAM、Cartographer等，会使用g2o、Ceres 等常见优化库，有实际项目经验；
3. 熟悉3D领域的基本算法，具有三维重建/定位、点云处理、多传感器融合等相关经验；
4. 精通Linux环境下C++编程，具有良好的OOP设计习惯；
5. 具有扎实的工程实现能力，对融合算法有实际项目经验优先；
6. 熟悉激光SLAM定位导航算法优先。"
441,导航技术工程师,多传感器融合定位算法工程师,40-55k·15薪,成都,3-5年-硕士-粒子滤波-导航算法,3-5年-硕士-粒子滤波-导航算法,某大型国企,家电制造-已上市-10000人以上,成都,家电制造-已上市-10000人以上,"岗位职责：
1. 负责设计开发基于视觉、RTK、IMU、Encoder的多传感器融合定位系统。
2. 负责RTK/INS组合导航位姿高精度后处理算法、惯性导航系统的设计及标定、多传感器融合系统的研发工作。
3. 主导定位相关器件选型、测试、误差标定、误差分析与实施。
4. 负责定位系统架构设计、核心代码实现及技术验证，解决软件研发过程中遇到的技术问题。
5. 负责配合其他部门工程师完成算法的嵌入式平台部署与测试工作。

","任职要求：
1. 硕士及以上学历，电子通信、计算机、机器人等相关专业。
2. 3年以上工作经验，熟悉惯性导航，组合导航，SLAM相关系统的技术原理，具备定位系统架构设计、实现和优化能力，有实际产品经验者优先。
3. 具备扎实的算法功底，深入理解扩展卡尔曼滤波、粒子滤波、贝叶斯理论、估计理论、图优化、状态估计等相关理论，并有丰富的多传感器融合调试和产品落地等实践经验优先考虑。
4. 有自动驾驶高精度定位和高精度地图构建方面经验者优先。
5. 精通C/C++、Python等开发、熟悉矩阵库和优化库的原理和使用、熟悉Linux操作系统与ROS机器人系统。"
442,导航技术工程师,融合定位算法工程师,30-50k,成都,5-10年-硕士-自动驾驶-卡尔曼滤波-粒子滤波-算法设计-算法开发,5-10年-硕士-自动驾驶-卡尔曼滤波-粒子滤波-算法设计-算法开发,某独角兽公司,专业服务-融资未公开-1-49人,成都,专业服务-融资未公开-1-49人,"岗位职责：
1. 负责设计开发基于视觉、RTK、IMU、Encoder的多传感器融合定位系统。
2. 负责RTK/INS组合导航位姿高精度后处理算法、惯性导航系统的设计及标定、多传感器融合系统的研发工作。
3. 主导定位相关器件选型、测试、误差标定、误差分析与实施。
4. 负责定位系统架构设计、核心代码实现及技术验证，解决软件研发过程中遇到的技术问题。
5. 负责配合其他部门工程师完成算法的嵌入式平台部署与测试工作。

","任职要求：
1. 硕士及以上学历，电子通信、计算机、机器人等相关专业。
2. 3年以上工作经验，熟悉惯性导航，组合导航，SLAM相关系统的技术原理，具备定位系统架构设计、实现和优化能力，有实际产品经验者优先。
3. 具备扎实的算法功底，深入理解扩展卡尔曼滤波、粒子滤波、贝叶斯理论、估计理论、图优化、状态估计等相关理论，并有丰富的多传感器融合调试和产品落地等实践经验优先考虑。
4. 有自动驾驶高精度定位和高精度地图构建方面经验者优先。
5. 精通C/C++、Python等开发、熟悉矩阵库和优化库的原理和使用、熟悉Linux操作系统与ROS机器人系统。"
443,导航技术工程师,定位建图算法工程师,25-40k·14薪,上海,3-5年-本科-算法研究-跟踪算法-SLAM算法-定位算法-SA算法-导航算法-检测算法,3-5年-本科-算法研究-跟踪算法-SLAM算法-定位算法-SA算法-导航算法-检测算法,某上海电气机械/器材公司,电气机械/器材-融资未公开-50-99人,上海,电气机械/器材-融资未公开-50-99人,"职位描述
工作职责：
1. 负责基于多传感器（LiDAR, camera, IMU）融合的定位及地图构建算法研发工作；
2. 负责基于多传感器的目标定位、检测、跟踪算法研发工作；
3. 相关算法落地。

","任职要求：
1. 统招本科及以上学历，3年以上工作经验；
2. 熟悉SLAM 相关算法，例如 ORB-SLAM、LOAM、Cartographer等，会使用g2o、Ceres 等常见优化库，有实际项目经验；
3. 熟悉3D领域的基本算法，具有三维重建/定位、点云处理、多传感器融合等相关经验；
4. 精通Linux环境下C++编程，具有良好的OOP设计习惯；
5. 具有扎实的工程实现能力，对融合算法有实际项目经验优先；
6. 熟悉激光SLAM定位导航算法优先。

工作地址
上海上海上海张江科学城纳贤路800号A 座501室

面试信息
面试轮次：
三轮

面试流程：
一面+笔试+笔试二面+部门经理+视频面试三面+技术总+视频面试

面试地址：
上海上海张江科学城纳贤路800号A 座501室"
444,导航技术工程师,软件开发（融合定位算法开发）,18-27k,合肥,经验不限-博士-算法开发-设计开发-激光雷达-雷达-高精度地图-GPS,经验不限-博士-算法开发-设计开发-激光雷达-雷达-高精度地图-GPS,江淮汽车,整车制造-沪深A股上市-10000人以上,合肥,整车制造-沪深A股上市-10000人以上,"职责描述：
1、基于GPS、惯导、视觉和地图匹配的定位算法开发；
2、基于视觉、惯导、激光雷达和地图匹配的定位算法开发；
3、基于网络的定位算法开发研究；
4、基于GPS、惯导、视觉和激光雷达、高精地图等多源信息的融合定位规划和算法开发。
","任职要求：
1、软件、计算机、电子信息、电气方向博士研究生；
2、高度自动驾驶核心技术及关键系统项目项目经验者优先"
